airport,date,day,month,year,temp_max,temp_min
LGA,5-12-2015,12,5,2015,88,58,
LGA,5-13-2015,13,5,2015,69,51,
LGA,5-14-2015,14,5,2015,73,56,
LGA,5-15-2015,15,5,2015,74,60,
LGA,5-16-2015,16,5,2015,76,61,
LGA,5-17-2015,17,5,2015,77,60,
LGA,5-18-2015,18,5,2015,73,61,
LGA,5-19-2015,19,5,2015,78,62,
LGA,5-20-2015,20,5,2015,81,57,
LGA,5-21-2015,21,5,2015,77,58,
LGB,5-12-2015,12,5,2015,69,57,
LGB,5-13-2015,13,5,2015,67,56,
LGB,5-14-2015,14,5,2015,64,55,
LGB,5-15-2015,15,5,2015,65,55,
LGB,5-16-2015,16,5,2015,68,56,
LGB,5-17-2015,17,5,2015,70,55,
LGB,5-18-2015,18,5,2015,69,56,
LGB,5-19-2015,19,5,2015,72,56,
LGB,5-20-2015,20,5,2015,70,57,
LGB,5-21-2015,21,5,2015,69,56,
LIH,5-12-2015,12,5,2015,79,72,
LIH,5-13-2015,13,5,2015,80,72,
LIH,5-14-2015,14,5,2015,80,73,
LIH,5-15-2015,15,5,2015,81,72,
LIH,5-16-2015,16,5,2015,81,73,
LIH,5-17-2015,17,5,2015,81,73,
LIH,5-18-2015,18,5,2015,80,73,
LIH,5-19-2015,19,5,2015,81,73,
LIH,5-20-2015,20,5,2015,81,73,
LIH,5-21-2015,21,5,2015,81,73,
LIT,5-12-2015,12,5,2015,77,55,
LIT,5-13-2015,13,5,2015,78,62,
LIT,5-14-2015,14,5,2015,83,66,
LIT,5-15-2015,15,5,2015,84,69,
LIT,5-16-2015,16,5,2015,86,72,
LIT,5-17-2015,17,5,2015,87,71,
LIT,5-18-2015,18,5,2015,83,66,
LIT,5-19-2015,19,5,2015,84,64,
LIT,5-20-2015,20,5,2015,82,63,
LIT,5-21-2015,21,5,2015,85,66,
LMT,5-12-2015,12,5,2015,52,30,
LMT,5-13-2015,13,5,2015,57,32,
LMT,5-14-2015,14,5,2015,60,38,
LMT,5-15-2015,15,5,2015,55,35,
LMT,5-16-2015,16,5,2015,64,35,
LMT,5-17-2015,17,5,2015,66,38,
LMT,5-18-2015,18,5,2015,65,38,
LMT,5-19-2015,19,5,2015,64,39,
LMT,5-20-2015,20,5,2015,67,40,
LMT,5-21-2015,21,5,2015,63,38,
LNK,5-12-2015,12,5,2015,70,47,
LNK,5-13-2015,13,5,2015,73,54,
LNK,5-14-2015,14,5,2015,73,53,
LNK,5-15-2015,15,5,2015,80,63,
LNK,5-16-2015,16,5,2015,79,63,
LNK,5-17-2015,17,5,2015,82,47,
LNK,5-18-2015,18,5,2015,68,45,
LNK,5-19-2015,19,5,2015,71,48,
LNK,5-20-2015,20,5,2015,72,53,
LNK,5-21-2015,21,5,2015,76,59,
LNR,5-12-2015,12,5,2015,56,36,
LNR,5-13-2015,13,5,2015,66,44,
LNR,5-14-2015,14,5,2015,62,54,
LNR,5-15-2015,15,5,2015,72,53,
LNR,5-16-2015,16,5,2015,78,61,
LNR,5-17-2015,17,5,2015,78,62,
LNR,5-18-2015,18,5,2015,73,45,
LNR,5-19-2015,19,5,2015,69,45,
LNR,5-20-2015,20,5,2015,71,48,
LNR,5-21-2015,21,5,2015,73,54,
LOU,5-12-2015,12,5,2015,72,50,
LOU,5-13-2015,13,5,2015,75,53,
LOU,5-14-2015,14,5,2015,82,64,
LOU,5-15-2015,15,5,2015,83,67,
LOU,5-16-2015,16,5,2015,80,67,
LOU,5-17-2015,17,5,2015,88,69,
LOU,5-18-2015,18,5,2015,87,66,
LOU,5-19-2015,19,5,2015,80,58,
LOU,5-20-2015,20,5,2015,81,55,
LOU,5-21-2015,21,5,2015,83,59,
LOZ,5-12-2015,12,5,2015,76,49,
LOZ,5-13-2015,13,5,2015,76,51,
LOZ,5-14-2015,14,5,2015,85,64,
LOZ,5-15-2015,15,5,2015,75,65,
LOZ,5-16-2015,16,5,2015,78,65,
LOZ,5-17-2015,17,5,2015,84,66,
LOZ,5-18-2015,18,5,2015,85,66,
LOZ,5-19-2015,19,5,2015,84,62,
LOZ,5-20-2015,20,5,2015,82,55,
LOZ,5-21-2015,21,5,2015,84,59,
LRD,5-12-2015,12,5,2015,81,72,
LRD,5-13-2015,13,5,2015,84,73,
LRD,5-14-2015,14,5,2015,87,73,
LRD,5-15-2015,15,5,2015,90,73,
LRD,5-16-2015,16,5,2015,94,75,
LRD,5-17-2015,17,5,2015,91,75,
LRD,5-18-2015,18,5,2015,87,74,
LRD,5-19-2015,19,5,2015,86,73,
LRD,5-20-2015,20,5,2015,89,73,
LRD,5-21-2015,21,5,2015,91,75,
LRF,5-12-2015,12,5,2015,76,52,
LRF,5-13-2015,13,5,2015,78,60,
LRF,5-14-2015,14,5,2015,83,64,
LRF,5-15-2015,15,5,2015,84,66,
LRF,5-16-2015,16,5,2015,86,70,
LRF,5-17-2015,17,5,2015,86,68,
LRF,5-18-2015,18,5,2015,83,64,
LRF,5-19-2015,19,5,2015,84,62,
LRF,5-20-2015,20,5,2015,81,60,
LRF,5-21-2015,21,5,2015,84,64,
LRU,5-12-2015,12,5,2015,81,54,
LRU,5-13-2015,13,5,2015,80,54,
LRU,5-14-2015,14,5,2015,86,53,
LRU,5-15-2015,15,5,2015,83,51,
LRU,5-16-2015,16,5,2015,76,48,
LRU,5-17-2015,17,5,2015,82,52,
LRU,5-18-2015,18,5,2015,87,56,
LRU,5-19-2015,19,5,2015,86,57,
LRU,5-20-2015,20,5,2015,86,56,
LRU,5-21-2015,21,5,2015,86,55,
LSE,5-12-2015,12,5,2015,59,38,
LSE,5-13-2015,13,5,2015,68,48,
LSE,5-14-2015,14,5,2015,60,54,
LSE,5-15-2015,15,5,2015,75,56,
LSE,5-16-2015,16,5,2015,80,65,
LSE,5-17-2015,17,5,2015,80,59,
LSE,5-18-2015,18,5,2015,70,44,
LSE,5-19-2015,19,5,2015,68,47,
LSE,5-20-2015,20,5,2015,72,50,
LSE,5-21-2015,21,5,2015,72,56,
LUD,5-12-2015,12,5,2015,77,51,
LUD,5-13-2015,13,5,2015,75,49,
LUD,5-14-2015,14,5,2015,73,49,
LUD,5-15-2015,15,5,2015,75,50,
LUD,5-16-2015,16,5,2015,76,49,
LUD,5-17-2015,17,5,2015,78,53,
LUD,5-18-2015,18,5,2015,77,53,
LUD,5-19-2015,19,5,2015,77,52,
LUD,5-20-2015,20,5,2015,78,52,
LUD,5-21-2015,21,5,2015,77,52,
LVK,5-12-2015,12,5,2015,67,50,
LVK,5-13-2015,13,5,2015,68,51,
LVK,5-14-2015,14,5,2015,63,48,
LVK,5-15-2015,15,5,2015,68,50,
LVK,5-16-2015,16,5,2015,70,50,
LVK,5-17-2015,17,5,2015,70,50,
LVK,5-18-2015,18,5,2015,72,51,
LVK,5-19-2015,19,5,2015,72,51,
LVK,5-20-2015,20,5,2015,71,51,
LVK,5-21-2015,21,5,2015,72,52,
LVM,5-12-2015,12,5,2015,60,40,
LVM,5-13-2015,13,5,2015,67,42,
LVM,5-14-2015,14,5,2015,66,44,
LVM,5-15-2015,15,5,2015,64,43,
LVM,5-16-2015,16,5,2015,58,42,
LVM,5-17-2015,17,5,2015,52,34,
LVM,5-18-2015,18,5,2015,61,37,
LVM,5-19-2015,19,5,2015,64,43,
LVM,5-20-2015,20,5,2015,69,44,
LVM,5-21-2015,21,5,2015,68,44,
LWB,5-12-2015,12,5,2015,82,46,
LWB,5-13-2015,13,5,2015,72,40,
LWB,5-14-2015,14,5,2015,79,50,
LWB,5-15-2015,15,5,2015,81,56,
LWB,5-16-2015,16,5,2015,80,58,
LWB,5-17-2015,17,5,2015,82,58,
LWB,5-18-2015,18,5,2015,84,59,
LWB,5-19-2015,19,5,2015,82,58,
LWB,5-20-2015,20,5,2015,81,52,
LWB,5-21-2015,21,5,2015,81,54,
LWC,5-12-2015,12,5,2015,71,45,
LWC,5-13-2015,13,5,2015,72,55,
LWC,5-14-2015,14,5,2015,77,60,
LWC,5-15-2015,15,5,2015,81,63,
LWC,5-16-2015,16,5,2015,80,65,
LWC,5-17-2015,17,5,2015,84,56,
LWC,5-18-2015,18,5,2015,73,50,
LWC,5-19-2015,19,5,2015,73,51,
LWC,5-20-2015,20,5,2015,75,55,
LWC,5-21-2015,21,5,2015,78,61,
LWS,5-12-2015,12,5,2015,71,48,
LWS,5-13-2015,13,5,2015,67,45,
LWS,5-14-2015,14,5,2015,76,51,
LWS,5-15-2015,15,5,2015,72,51,
LWS,5-16-2015,16,5,2015,72,52,
LWS,5-17-2015,17,5,2015,78,50,
LWS,5-18-2015,18,5,2015,79,52,
LWS,5-19-2015,19,5,2015,78,53,
LWS,5-20-2015,20,5,2015,77,52,
LWS,5-21-2015,21,5,2015,77,51,
LWT,5-12-2015,12,5,2015,59,38,
LWT,5-13-2015,13,5,2015,64,42,
LWT,5-14-2015,14,5,2015,64,44,
LWT,5-15-2015,15,5,2015,62,45,
LWT,5-16-2015,16,5,2015,57,42,
LWT,5-17-2015,17,5,2015,54,31,
LWT,5-18-2015,18,5,2015,59,34,
LWT,5-19-2015,19,5,2015,64,40,
LWT,5-20-2015,20,5,2015,67,44,
LWT,5-21-2015,21,5,2015,70,45,
LWV,5-12-2015,12,5,2015,69,46,
LWV,5-13-2015,13,5,2015,73,52,
LWV,5-14-2015,14,5,2015,76,61,
LWV,5-15-2015,15,5,2015,80,65,
LWV,5-16-2015,16,5,2015,80,66,
LWV,5-17-2015,17,5,2015,86,68,
LWV,5-18-2015,18,5,2015,82,59,
LWV,5-19-2015,19,5,2015,73,53,
LWV,5-20-2015,20,5,2015,75,54,
LWV,5-21-2015,21,5,2015,79,59,
LXN,5-12-2015,12,5,2015,72,47,
LXN,5-13-2015,13,5,2015,72,51,
LXN,5-14-2015,14,5,2015,78,52,
LXN,5-15-2015,15,5,2015,79,59,
LXN,5-16-2015,16,5,2015,77,51,
LXN,5-17-2015,17,5,2015,75,41,
LXN,5-18-2015,18,5,2015,67,41,
LXN,5-19-2015,19,5,2015,68,47,
LXN,5-20-2015,20,5,2015,69,51,
LXN,5-21-2015,21,5,2015,75,55,
LXV,5-12-2015,12,5,2015,50,31,
LXV,5-13-2015,13,5,2015,49,30,
LXV,5-14-2015,14,5,2015,52,32,
LXV,5-15-2015,15,5,2015,48,27,
LXV,5-16-2015,16,5,2015,41,27,
LXV,5-17-2015,17,5,2015,46,28,
LXV,5-18-2015,18,5,2015,47,32,
LXV,5-19-2015,19,5,2015,47,31,
LXV,5-20-2015,20,5,2015,51,32,
LXV,5-21-2015,21,5,2015,49,32,
LYH,5-12-2015,12,5,2015,90,55,
LYH,5-13-2015,13,5,2015,79,49,
LYH,5-14-2015,14,5,2015,75,55,
LYH,5-15-2015,15,5,2015,81,61,
LYH,5-16-2015,16,5,2015,82,64,
LYH,5-17-2015,17,5,2015,82,61,
LYH,5-18-2015,18,5,2015,84,65,
LYH,5-19-2015,19,5,2015,85,64,
LYH,5-20-2015,20,5,2015,82,57,
LYH,5-21-2015,21,5,2015,82,56,
MAE,5-12-2015,12,5,2015,76,49,
MAE,5-13-2015,13,5,2015,74,54,
MAE,5-14-2015,14,5,2015,61,46,
MAE,5-15-2015,15,5,2015,70,48,
MAE,5-16-2015,16,5,2015,76,50,
MAE,5-17-2015,17,5,2015,78,50,
MAE,5-18-2015,18,5,2015,80,50,
MAE,5-19-2015,19,5,2015,81,51,
MAE,5-20-2015,20,5,2015,80,52,
MAE,5-21-2015,21,5,2015,78,52,
MAF,5-12-2015,12,5,2015,68,59,
MAF,5-13-2015,13,5,2015,82,63,
MAF,5-14-2015,14,5,2015,88,64,
MAF,5-15-2015,15,5,2015,88,67,
MAF,5-16-2015,16,5,2015,85,60,
MAF,5-17-2015,17,5,2015,87,61,
MAF,5-18-2015,18,5,2015,87,64,
MAF,5-19-2015,19,5,2015,85,65,
MAF,5-20-2015,20,5,2015,83,67,
MAF,5-21-2015,21,5,2015,84,68,
MBG,5-12-2015,12,5,2015,63,45,
MBG,5-13-2015,13,5,2015,75,53,
MBG,5-14-2015,14,5,2015,65,47,
MBG,5-15-2015,15,5,2015,72,53,
MBG,5-16-2015,16,5,2015,76,53,
MBG,5-17-2015,17,5,2015,59,38,
MBG,5-18-2015,18,5,2015,59,36,
MBG,5-19-2015,19,5,2015,66,44,
MBG,5-20-2015,20,5,2015,65,49,
MBG,5-21-2015,21,5,2015,72,52,
MBS,5-12-2015,12,5,2015,56,39,
MBS,5-13-2015,13,5,2015,61,39,
MBS,5-14-2015,14,5,2015,68,48,
MBS,5-15-2015,15,5,2015,67,53,
MBS,5-16-2015,16,5,2015,73,58,
MBS,5-17-2015,17,5,2015,83,65,
MBS,5-18-2015,18,5,2015,78,56,
MBS,5-19-2015,19,5,2015,65,45,
MBS,5-20-2015,20,5,2015,68,47,
MBS,5-21-2015,21,5,2015,72,52,
MCB,5-12-2015,12,5,2015,81,66,
MCB,5-13-2015,13,5,2015,87,68,
MCB,5-14-2015,14,5,2015,84,70,
MCB,5-15-2015,15,5,2015,82,70,
MCB,5-16-2015,16,5,2015,87,72,
MCB,5-17-2015,17,5,2015,89,72,
MCB,5-18-2015,18,5,2015,88,71,
MCB,5-19-2015,19,5,2015,84,69,
MCB,5-20-2015,20,5,2015,88,69,
MCB,5-21-2015,21,5,2015,90,69,
MCE,5-12-2015,12,5,2015,75,48,
MCE,5-13-2015,13,5,2015,73,51,
MCE,5-14-2015,14,5,2015,62,47,
MCE,5-15-2015,15,5,2015,71,46,
MCE,5-16-2015,16,5,2015,76,49,
MCE,5-17-2015,17,5,2015,77,49,
MCE,5-18-2015,18,5,2015,79,49,
MCE,5-19-2015,19,5,2015,80,50,
MCE,5-20-2015,20,5,2015,79,51,
MCE,5-21-2015,21,5,2015,78,51,
MCG,5-12-2015,12,5,2015,65,39,
MCG,5-13-2015,13,5,2015,68,44,
MCG,5-14-2015,14,5,2015,54,43,
MCG,5-15-2015,15,5,2015,67,41,
MCG,5-16-2015,16,5,2015,66,43,
MCG,5-17-2015,17,5,2015,67,43,
MCG,5-18-2015,18,5,2015,70,45,
MCG,5-19-2015,19,5,2015,70,45,
MCG,5-20-2015,20,5,2015,71,46,
MCG,5-21-2015,21,5,2015,70,45,
MCI,5-12-2015,12,5,2015,72,49,
MCI,5-13-2015,13,5,2015,73,57,
MCI,5-14-2015,14,5,2015,77,64,
MCI,5-15-2015,15,5,2015,80,66,
MCI,5-16-2015,16,5,2015,81,69,
MCI,5-17-2015,17,5,2015,86,60,
MCI,5-18-2015,18,5,2015,72,54,
MCI,5-19-2015,19,5,2015,73,55,
MCI,5-20-2015,20,5,2015,75,59,
MCI,5-21-2015,21,5,2015,79,64,
MCK,5-12-2015,12,5,2015,76,51,
MCK,5-13-2015,13,5,2015,74,51,
MCK,5-14-2015,14,5,2015,82,54,
MCK,5-15-2015,15,5,2015,84,59,
MCK,5-16-2015,16,5,2015,78,51,
MCK,5-17-2015,17,5,2015,75,43,
MCK,5-18-2015,18,5,2015,70,43,
MCK,5-19-2015,19,5,2015,71,50,
MCK,5-20-2015,20,5,2015,72,54,
MCK,5-21-2015,21,5,2015,77,56,
MCN,5-12-2015,12,5,2015,90,64,
MCN,5-13-2015,13,5,2015,90,61,
MCN,5-14-2015,14,5,2015,89,65,
MCN,5-15-2015,15,5,2015,84,66,
MCN,5-16-2015,16,5,2015,90,66,
MCN,5-17-2015,17,5,2015,92,68,
MCN,5-18-2015,18,5,2015,91,67,
MCN,5-19-2015,19,5,2015,91,68,
MCN,5-20-2015,20,5,2015,92,66,
MCN,5-21-2015,21,5,2015,90,66,
MCO,5-12-2015,12,5,2015,91,72,
MCO,5-13-2015,13,5,2015,92,72,
MCO,5-14-2015,14,5,2015,90,72,
MCO,5-15-2015,15,5,2015,88,72,
MCO,5-16-2015,16,5,2015,89,71,
MCO,5-17-2015,17,5,2015,92,72,
MCO,5-18-2015,18,5,2015,91,72,
MCO,5-19-2015,19,5,2015,91,73,
MCO,5-20-2015,20,5,2015,93,74,
MCO,5-21-2015,21,5,2015,93,75,
MCW,5-12-2015,12,5,2015,62,39,
MCW,5-13-2015,13,5,2015,68,50,
MCW,5-14-2015,14,5,2015,59,54,
MCW,5-15-2015,15,5,2015,73,55,
MCW,5-16-2015,16,5,2015,82,63,
MCW,5-17-2015,17,5,2015,82,50,
MCW,5-18-2015,18,5,2015,66,41,
MCW,5-19-2015,19,5,2015,67,44,
MCW,5-20-2015,20,5,2015,70,50,
MCW,5-21-2015,21,5,2015,70,54,
MDD,5-12-2015,12,5,2015,68,59,
MDD,5-13-2015,13,5,2015,82,63,
MDD,5-14-2015,14,5,2015,88,64,
MDD,5-15-2015,15,5,2015,88,67,
MDD,5-16-2015,16,5,2015,85,60,
MDD,5-17-2015,17,5,2015,87,61,
MDD,5-18-2015,18,5,2015,87,64,
MDD,5-19-2015,19,5,2015,85,65,
MDD,5-20-2015,20,5,2015,83,67,
MDD,5-21-2015,21,5,2015,84,68,
MDH,5-12-2015,12,5,2015,71,46,
MDH,5-13-2015,13,5,2015,75,54,
MDH,5-14-2015,14,5,2015,75,60,
MDH,5-15-2015,15,5,2015,80,65,
MDH,5-16-2015,16,5,2015,80,67,
MDH,5-17-2015,17,5,2015,84,68,
MDH,5-18-2015,18,5,2015,81,60,
MDH,5-19-2015,19,5,2015,74,54,
MDH,5-20-2015,20,5,2015,77,55,
MDH,5-21-2015,21,5,2015,80,59,
MDT,5-12-2015,12,5,2015,84,54,
MDT,5-13-2015,13,5,2015,66,46,
MDT,5-14-2015,14,5,2015,71,51,
MDT,5-15-2015,15,5,2015,74,60,
MDT,5-16-2015,16,5,2015,83,62,
MDT,5-17-2015,17,5,2015,79,61,
MDT,5-18-2015,18,5,2015,79,64,
MDT,5-19-2015,19,5,2015,78,56,
MDT,5-20-2015,20,5,2015,78,53,
MDT,5-21-2015,21,5,2015,77,57,
MDZ,5-12-2015,12,5,2015,72,51,
MDZ,5-13-2015,13,5,2015,73,50,
MDZ,5-14-2015,14,5,2015,72,51,
MDZ,5-15-2015,15,5,2015,76,52,
MDZ,5-16-2015,16,5,2015,76,52,
MDZ,5-17-2015,17,5,2015,76,52,
MDZ,5-18-2015,18,5,2015,75,53,
MDZ,5-19-2015,19,5,2015,75,54,
MDZ,5-20-2015,20,5,2015,74,54,
MDZ,5-21-2015,21,5,2015,73,50,
MEI,5-12-2015,12,5,2015,79,60,
MEI,5-13-2015,13,5,2015,86,61,
MEI,5-14-2015,14,5,2015,87,65,
MEI,5-15-2015,15,5,2015,85,66,
MEI,5-16-2015,16,5,2015,85,67,
MEI,5-17-2015,17,5,2015,89,67,
MEI,5-18-2015,18,5,2015,89,67,
MEI,5-19-2015,19,5,2015,87,65,
MEI,5-20-2015,20,5,2015,88,65,
MEI,5-21-2015,21,5,2015,89,65,
MEM,5-12-2015,12,5,2015,75,54,
MEM,5-13-2015,13,5,2015,81,62,
MEM,5-14-2015,14,5,2015,82,67,
MEM,5-15-2015,15,5,2015,84,69,
MEM,5-16-2015,16,5,2015,86,71,
MEM,5-17-2015,17,5,2015,89,72,
MEM,5-18-2015,18,5,2015,84,67,
MEM,5-19-2015,19,5,2015,80,65,
MEM,5-20-2015,20,5,2015,83,63,
MEM,5-21-2015,21,5,2015,85,66,
MEZ,5-12-2015,12,5,2015,81,49,
MEZ,5-13-2015,13,5,2015,84,46,
MEZ,5-14-2015,14,5,2015,88,48,
MEZ,5-15-2015,15,5,2015,89,50,
MEZ,5-16-2015,16,5,2015,89,50,
MEZ,5-17-2015,17,5,2015,86,47,
MEZ,5-18-2015,18,5,2015,79,47,
MEZ,5-19-2015,19,5,2015,83,48,
MEZ,5-20-2015,20,5,2015,86,49,
MEZ,5-21-2015,21,5,2015,85,44,
MFD,5-12-2015,12,5,2015,63,43,
MFD,5-13-2015,13,5,2015,58,40,
MFD,5-14-2015,14,5,2015,70,54,
MFD,5-15-2015,15,5,2015,76,63,
MFD,5-16-2015,16,5,2015,79,64,
MFD,5-17-2015,17,5,2015,82,66,
MFD,5-18-2015,18,5,2015,83,62,
MFD,5-19-2015,19,5,2015,72,48,
MFD,5-20-2015,20,5,2015,70,50,
MFD,5-21-2015,21,5,2015,75,54,
MFE,5-12-2015,12,5,2015,91,78,
MFE,5-13-2015,13,5,2015,88,78,
MFE,5-14-2015,14,5,2015,91,77,
MFE,5-15-2015,15,5,2015,91,77,
MFE,5-16-2015,16,5,2015,94,79,
MFE,5-17-2015,17,5,2015,93,80,
MFE,5-18-2015,18,5,2015,93,78,
MFE,5-19-2015,19,5,2015,91,77,
MFE,5-20-2015,20,5,2015,91,77,
MFE,5-21-2015,21,5,2015,92,78,
MFI,5-12-2015,12,5,2015,52,35,
MFI,5-13-2015,13,5,2015,63,42,
MFI,5-14-2015,14,5,2015,60,49,
MFI,5-15-2015,15,5,2015,66,51,
MFI,5-16-2015,16,5,2015,74,58,
MFI,5-17-2015,17,5,2015,77,59,
MFI,5-18-2015,18,5,2015,67,43,
MFI,5-19-2015,19,5,2015,67,45,
MFI,5-20-2015,20,5,2015,70,49,
MFI,5-21-2015,21,5,2015,71,53,
MFR,5-12-2015,12,5,2015,62,42,
MFR,5-13-2015,13,5,2015,68,45,
MFR,5-14-2015,14,5,2015,68,48,
MFR,5-15-2015,15,5,2015,66,46,
MFR,5-16-2015,16,5,2015,72,45,
MFR,5-17-2015,17,5,2015,74,48,
MFR,5-18-2015,18,5,2015,73,50,
MFR,5-19-2015,19,5,2015,71,49,
MFR,5-20-2015,20,5,2015,73,49,
MFR,5-21-2015,21,5,2015,71,49,
MGM,5-12-2015,12,5,2015,84,64,
MGM,5-13-2015,13,5,2015,89,64,
MGM,5-14-2015,14,5,2015,88,68,
MGM,5-15-2015,15,5,2015,86,68,
MGM,5-16-2015,16,5,2015,86,68,
MGM,5-17-2015,17,5,2015,90,69,
MGM,5-18-2015,18,5,2015,91,69,
MGM,5-19-2015,19,5,2015,90,69,
MGM,5-20-2015,20,5,2015,91,68,
MGM,5-21-2015,21,5,2015,92,68,
MGW,5-12-2015,12,5,2015,76,50,
MGW,5-13-2015,13,5,2015,63,43,
MGW,5-14-2015,14,5,2015,78,58,
MGW,5-15-2015,15,5,2015,76,64,
MGW,5-16-2015,16,5,2015,82,67,
MGW,5-17-2015,17,5,2015,83,65,
MGW,5-18-2015,18,5,2015,89,68,
MGW,5-19-2015,19,5,2015,83,55,
MGW,5-20-2015,20,5,2015,80,52,
MGW,5-21-2015,21,5,2015,81,57,
MHE,5-12-2015,12,5,2015,69,49,
MHE,5-13-2015,13,5,2015,76,55,
MHE,5-14-2015,14,5,2015,67,48,
MHE,5-15-2015,15,5,2015,77,59,
MHE,5-16-2015,16,5,2015,82,59,
MHE,5-17-2015,17,5,2015,78,45,
MHE,5-18-2015,18,5,2015,63,39,
MHE,5-19-2015,19,5,2015,67,46,
MHE,5-20-2015,20,5,2015,69,52,
MHE,5-21-2015,21,5,2015,73,54,
MHK,5-12-2015,12,5,2015,71,46,
MHK,5-13-2015,13,5,2015,69,55,
MHK,5-14-2015,14,5,2015,77,60,
MHK,5-15-2015,15,5,2015,84,64,
MHK,5-16-2015,16,5,2015,77,64,
MHK,5-17-2015,17,5,2015,82,53,
MHK,5-18-2015,18,5,2015,71,49,
MHK,5-19-2015,19,5,2015,72,51,
MHK,5-20-2015,20,5,2015,73,55,
MHK,5-21-2015,21,5,2015,76,62,
MHT,5-12-2015,12,5,2015,84,53,
MHT,5-13-2015,13,5,2015,62,43,
MHT,5-14-2015,14,5,2015,73,45,
MHT,5-15-2015,15,5,2015,75,52,
MHT,5-16-2015,16,5,2015,65,52,
MHT,5-17-2015,17,5,2015,70,51,
MHT,5-18-2015,18,5,2015,75,55,
MHT,5-19-2015,19,5,2015,80,61,
MHT,5-20-2015,20,5,2015,70,49,
MHT,5-21-2015,21,5,2015,72,53,
MIA,5-12-2015,12,5,2015,85,76,
MIA,5-13-2015,13,5,2015,86,76,
MIA,5-14-2015,14,5,2015,86,76,
MIA,5-15-2015,15,5,2015,86,75,
MIA,5-16-2015,16,5,2015,86,76,
MIA,5-17-2015,17,5,2015,86,75,
MIA,5-18-2015,18,5,2015,87,74,
MIA,5-19-2015,19,5,2015,87,75,
MIA,5-20-2015,20,5,2015,88,75,
MIA,5-21-2015,21,5,2015,88,76,
MIC,5-12-2015,12,5,2015,57,41,
MIC,5-13-2015,13,5,2015,66,52,
MIC,5-14-2015,14,5,2015,55,53,
MIC,5-15-2015,15,5,2015,68,55,
MIC,5-16-2015,16,5,2015,78,65,
MIC,5-17-2015,17,5,2015,78,56,
MIC,5-18-2015,18,5,2015,60,43,
MIC,5-19-2015,19,5,2015,67,46,
MIC,5-20-2015,20,5,2015,70,52,
MIC,5-21-2015,21,5,2015,72,57,
MIE,5-12-2015,12,5,2015,60,44,
MIE,5-13-2015,13,5,2015,66,47,
MIE,5-14-2015,14,5,2015,72,59,
MIE,5-15-2015,15,5,2015,77,64,
MIE,5-16-2015,16,5,2015,80,64,
MIE,5-17-2015,17,5,2015,83,68,
MIE,5-18-2015,18,5,2015,84,57,
MIE,5-19-2015,19,5,2015,72,50,
MIE,5-20-2015,20,5,2015,72,51,
MIE,5-21-2015,21,5,2015,76,56,
MIW,5-12-2015,12,5,2015,65,40,
MIW,5-13-2015,13,5,2015,70,51,
MIW,5-14-2015,14,5,2015,62,54,
MIW,5-15-2015,15,5,2015,76,57,
MIW,5-16-2015,16,5,2015,81,65,
MIW,5-17-2015,17,5,2015,82,52,
MIW,5-18-2015,18,5,2015,66,42,
MIW,5-19-2015,19,5,2015,68,46,
MIW,5-20-2015,20,5,2015,70,51,
MIW,5-21-2015,21,5,2015,72,56,
MKC,5-12-2015,12,5,2015,72,49,
MKC,5-13-2015,13,5,2015,74,58,
MKC,5-14-2015,14,5,2015,77,64,
MKC,5-15-2015,15,5,2015,79,66,
MKC,5-16-2015,16,5,2015,81,69,
MKC,5-17-2015,17,5,2015,86,60,
MKC,5-18-2015,18,5,2015,72,54,
MKC,5-19-2015,19,5,2015,73,55,
MKC,5-20-2015,20,5,2015,75,59,
MKC,5-21-2015,21,5,2015,79,64,
MKE,5-12-2015,12,5,2015,53,39,
MKE,5-13-2015,13,5,2015,52,40,
MKE,5-14-2015,14,5,2015,56,50,
MKE,5-15-2015,15,5,2015,68,52,
MKE,5-16-2015,16,5,2015,66,54,
MKE,5-17-2015,17,5,2015,76,63,
MKE,5-18-2015,18,5,2015,75,48,
MKE,5-19-2015,19,5,2015,61,44,
MKE,5-20-2015,20,5,2015,66,47,
MKE,5-21-2015,21,5,2015,67,52,
MKG,5-12-2015,12,5,2015,54,40,
MKG,5-13-2015,13,5,2015,58,44,
MKG,5-14-2015,14,5,2015,67,52,
MKG,5-15-2015,15,5,2015,67,53,
MKG,5-16-2015,16,5,2015,71,59,
MKG,5-17-2015,17,5,2015,75,61,
MKG,5-18-2015,18,5,2015,68,48,
MKG,5-19-2015,19,5,2015,63,46,
MKG,5-20-2015,20,5,2015,64,50,
MKG,5-21-2015,21,5,2015,68,52,
MKL,5-12-2015,12,5,2015,75,50,
MKL,5-13-2015,13,5,2015,81,57,
MKL,5-14-2015,14,5,2015,81,65,
MKL,5-15-2015,15,5,2015,81,67,
MKL,5-16-2015,16,5,2015,85,68,
MKL,5-17-2015,17,5,2015,89,69,
MKL,5-18-2015,18,5,2015,83,65,
MKL,5-19-2015,19,5,2015,83,62,
MKL,5-20-2015,20,5,2015,83,58,
MKL,5-21-2015,21,5,2015,86,63,
MKO,5-12-2015,12,5,2015,74,53,
MKO,5-13-2015,13,5,2015,68,60,
MKO,5-14-2015,14,5,2015,82,65,
MKO,5-15-2015,15,5,2015,78,65,
MKO,5-16-2015,16,5,2015,83,67,
MKO,5-17-2015,17,5,2015,83,64,
